country,protocol,port,packet_size,duration_sec,vpn_connection,firewall_action,cloudflare_flag,endpoint_detected,user_id,service_target,year,month,day,hour,threat_type
3,1,443,-0.37556571042196113,0.81,0,allow,0,0,60,Portal de constancias,2024,9,28,0,2
2,2,22,-0.8626683814844711,8.4,0,allow,0,0,283,Portal de constancias,2023,7,7,0,3
2,1,3306,-1.7365878795672096,0.44,0,allow,0,0,371,Sistema de óptica,2022,8,17,0,5
4,3,3389,-0.5068924109535202,0.32,0,deny,0,0,87,Sistema de óptica,2019,6,9,0,0
4,3,8080,0.18316970638503557,3.65,1,deny,0,0,592,Portal de constancias,2022,3,10,0,4
2,2,21,-0.19648384606074423,1.18,1,deny,0,1,621,Web institucional,2024,11,13,0,3
4,3,443,-0.2108103952096416,0.48,1,deny,0,0,453,Web institucional,2019,12,17,0,6
6,1,25,-1.574220322546373,2.51,0,allow,0,1,24,Formulario de denuncias,2020,5,5,0,2
0,1,22,0.6010273898945416,1.99,0,allow,0,0,463,Portal de constancias,2023,4,1,0,5
1,3,21,-0.4997291363790715,4.47,0,allow,0,1,363,Formulario de denuncias,2019,3,26,0,0
2,2,3389,-1.0489135204201367,0.26,0,alert,0,1,211,Formulario de denuncias,2021,11,14,0,7
1,3,3389,1.2767629580842002,1.44,0,allow,0,0,250,Formulario de denuncias,2021,11,12,0,3
4,1,110,1.3627222529775842,1.38,0,allow,0,1,114,Portal de constancias,2020,11,30,0,1
4,4,21,-0.49256586180462286,2.11,0,allow,0,0,613,Sistema de óptica,2021,10,18,0,1
2,0,3389,-1.3139546796747377,0.53,0,deny,0,0,597,Portal de constancias,2022,4,8,0,4
3,4,22,-1.1133829915901747,0.89,0,allow,0,0,29,Formulario de denuncias,2023,8,2,0,2
2,1,80,1.035599380744428,2.58,0,allow,0,0,128,Sistema de óptica,2023,3,16,0,4
1,4,8080,0.027965423938647604,0.56,0,deny,0,0,24,Portal de constancias,2021,1,24,0,4
6,4,53,1.2361710688289909,3.21,1,allow,0,0,180,Portal de constancias,2019,7,18,0,4
3,2,443,-0.5594230911661439,3.32,0,allow,0,0,53,Sistema de óptica,2022,10,4,0,6
4,1,53,-1.0584645531860681,0.12,0,allow,1,0,399,Web institucional,2024,6,15,0,6
5,3,3389,1.611049104891805,8.67,0,alert,1,1,294,Formulario de denuncias,2019,3,31,0,5
2,4,8080,-0.9151990616970948,0.24,0,deny,0,1,675,Portal de constancias,2020,9,5,0,3
3,3,53,1.525089809998421,3.59,1,deny,0,0,351,Sistema de óptica,2023,11,5,0,0
2,0,25,-0.3230350302093375,0.93,0,deny,0,0,138,Formulario de denuncias,2019,10,3,0,2
4,1,110,1.279150716275683,0.91,0,allow,0,0,185,Sistema de óptica,2024,2,24,0,0
5,0,80,1.279150716275683,7.68,0,deny,0,0,552,Sistema de óptica,2019,12,17,0,2
2,3,80,-1.0393624876542051,4.39,1,allow,0,0,484,Portal de constancias,2023,8,20,0,0
4,4,443,-1.2208321102069049,0.46,0,allow,0,1,5,Portal de constancias,2024,3,29,0,3
2,3,25,-0.8196887340377791,0.64,0,allow,0,1,100,Formulario de denuncias,2019,4,24,0,4
2,1,80,-0.664484451591391,0.41,0,deny,1,0,682,Sistema de óptica,2020,10,18,0,6
3,4,443,-1.7365878795672096,2.57,0,deny,0,0,644,Web institucional,2020,5,5,0,0
5,3,21,-0.9796685328671328,7.26,1,allow,0,0,238,Formulario de denuncias,2020,7,11,0,1
2,2,53,0.27151675946990256,0.6,0,allow,0,0,37,Sistema de óptica,2022,11,20,0,3
6,3,25,1.3937631094668619,0.52,0,allow,0,0,350,Web institucional,2023,9,6,0,4
1,1,443,-0.6716477261658398,1.02,1,allow,0,0,637,Web institucional,2020,12,28,0,7
2,1,80,-1.0704033441434826,0.05,1,deny,0,0,295,Formulario de denuncias,2022,3,5,0,7
3,4,25,-1.0918931678668287,0.35,0,alert,1,0,562,Sistema de óptica,2023,3,6,0,3
4,3,110,-1.017872663930859,3.93,0,allow,0,1,189,Formulario de denuncias,2022,1,4,0,3
2,2,21,-0.5904639476554214,3.53,0,alert,0,1,629,Portal de constancias,2020,5,3,0,1
2,2,21,0.011251116598267361,3.18,1,allow,0,1,230,Sistema de óptica,2022,4,23,0,5
2,2,22,-0.4543617307408966,0.1,0,deny,0,0,593,Web institucional,2021,5,4,0,1
4,4,53,-1.1205462661646235,0.83,0,alert,0,0,92,Portal de constancias,2019,12,21,0,7
2,0,8080,-0.5355455092513149,1.28,0,allow,1,1,262,Sistema de óptica,2020,3,16,0,0
2,3,110,1.1382729829781923,2.86,0,allow,0,0,389,Web institucional,2019,6,15,0,2
4,4,21,-0.6238925623361818,1.22,1,allow,1,0,422,Sistema de óptica,2023,11,10,0,2
4,3,110,0.09721041149165147,1.65,1,allow,0,1,9,Sistema de óptica,2019,5,7,0,6
2,1,80,-1.2900770977599088,1.38,0,allow,0,0,461,Formulario de denuncias,2020,12,26,0,4
2,1,3306,0.25480245212952235,0.56,0,allow,0,0,556,Sistema de óptica,2021,3,8,0,4
2,0,3389,0.06139403861940809,2.2,0,deny,0,1,512,Formulario de denuncias,2024,2,23,0,6
1,2,22,1.5179265354239722,6.79,0,allow,0,0,338,Web institucional,2020,4,22,0,0
4,0,443,0.44343534925667083,1.72,0,deny,0,0,327,Portal de constancias,2020,1,31,0,4
3,0,8080,0.27151675946990256,0.17,1,allow,0,1,700,Portal de constancias,2019,3,17,0,3
5,3,8080,-0.7003008244636344,6.82,0,allow,0,1,675,Portal de constancias,2021,8,13,0,2
6,4,110,-1.4500568965892624,0.05,0,allow,0,1,322,Web institucional,2020,7,24,0,2
2,0,80,-0.5737496403150412,0.18,0,allow,0,0,471,Portal de constancias,2023,7,24,0,6
6,3,8080,1.718498223508535,5.98,0,allow,1,0,6,Portal de constancias,2022,8,18,0,6
0,1,8080,-0.5880761894639385,2.95,1,allow,0,0,661,Portal de constancias,2019,5,15,0,5
3,2,8080,0.6583335864901311,4.19,0,deny,1,1,223,Sistema de óptica,2024,11,11,0,0
0,2,8080,-0.13678989127367194,1.38,0,allow,0,1,412,Portal de constancias,2019,8,24,0,6
6,4,8080,-0.0603816291462194,7.01,0,allow,0,0,617,Sistema de óptica,2019,3,27,0,6
5,1,80,-1.6267510027589964,2.38,0,allow,0,0,91,Portal de constancias,2024,8,10,0,1
2,0,443,0.9448645694680781,0.69,0,allow,0,1,78,Portal de constancias,2020,8,11,0,3
2,2,443,0.6058029062775074,1.85,1,allow,0,0,612,Web institucional,2022,5,14,0,1
3,2,21,0.38135363627811564,1.13,0,allow,0,0,633,Formulario de denuncias,2019,8,2,0,6
4,1,53,-1.6625673756312398,1.38,0,allow,0,1,121,Portal de constancias,2022,10,11,0,2
2,3,443,1.541804117338801,0.4,0,deny,0,1,403,Formulario de denuncias,2024,8,26,0,7
1,4,3389,1.2290077942545423,0.32,0,allow,0,1,422,Web institucional,2023,12,26,0,1
3,2,110,0.371802603512184,0.72,0,allow,0,0,619,Sistema de óptica,2021,1,30,0,7
4,3,53,0.19749625553393294,2.5,0,deny,1,0,385,Portal de constancias,2023,7,13,0,6
1,0,53,0.15212884989575798,2.91,0,allow,0,1,391,Sistema de óptica,2024,6,22,0,0
2,1,25,0.18555746457651848,1.53,0,allow,0,0,397,Web institucional,2020,2,20,0,7
0,1,25,-1.2709750322280455,1.84,0,deny,0,0,131,Sistema de óptica,2023,2,28,0,2
2,3,80,0.725190815851652,1.21,1,allow,0,0,412,Sistema de óptica,2023,10,16,0,6
2,1,443,-1.5861591135037874,1.31,0,alert,0,0,38,Sistema de óptica,2021,3,31,0,3
2,3,80,-1.6864449575460687,1.54,1,allow,1,0,461,Formulario de denuncias,2021,6,13,0,4
2,0,3306,-0.2872186573370941,0.15,0,alert,0,0,15,Formulario de denuncias,2020,10,15,0,0
6,3,110,-0.8793826888248514,9.46,0,allow,1,1,636,Portal de constancias,2019,12,8,0,4
4,2,8080,-0.6835865171232542,2.45,0,deny,0,1,253,Web institucional,2019,12,21,0,6
2,3,21,0.6344560045753022,2.38,0,allow,0,0,688,Web institucional,2024,5,25,0,7
4,4,3389,-0.5427087838257636,3.59,0,alert,0,0,515,Portal de constancias,2020,4,10,0,0
2,2,80,1.7399880472318812,0.07,0,allow,0,0,555,Sistema de óptica,2022,8,22,0,4
3,0,8080,-1.7342001213757265,1.32,0,allow,0,1,456,Portal de constancias,2020,11,17,0,3
2,4,443,-1.3664853598873612,0.77,0,allow,0,1,694,Web institucional,2019,3,6,0,5
2,3,8080,-1.1683014299942813,0.79,0,allow,1,0,280,Sistema de óptica,2023,7,30,0,5
2,0,443,-0.908035787122646,3.21,0,allow,0,0,515,Portal de constancias,2024,11,20,0,6
6,0,110,0.22137383744876185,3.35,1,allow,0,1,677,Formulario de denuncias,2024,10,20,0,6
4,4,80,-1.5646692897804413,0.44,0,allow,0,1,145,Sistema de óptica,2022,8,15,0,2
1,3,3389,-0.3516881285071322,0.41,0,allow,0,0,490,Portal de constancias,2024,7,3,0,5
4,2,25,-0.3684024358475125,2.86,0,allow,0,0,458,Sistema de óptica,2024,1,25,0,3
1,4,3389,0.22137383744876185,8.79,0,alert,0,0,689,Sistema de óptica,2022,8,6,0,4
6,4,3306,0.06378179681089098,1.66,0,deny,0,0,160,Formulario de denuncias,2024,6,15,0,4
2,3,443,0.006475600215301577,1.68,0,allow,0,0,384,Web institucional,2019,10,2,0,4
2,4,110,-0.865056139675954,1.58,0,deny,0,0,56,Web institucional,2020,2,16,0,5
2,0,22,-1.6959959903120003,2.63,0,allow,0,0,330,Formulario de denuncias,2023,3,4,0,6
4,3,3306,0.8612930327661769,0.94,0,allow,0,1,533,Sistema de óptica,2024,10,25,0,0
3,1,443,-0.22036142797557315,0.92,0,allow,0,0,257,Portal de constancias,2021,9,10,0,2
2,0,3389,-0.841178557761125,0.13,0,deny,0,1,565,Formulario de denuncias,2024,3,3,0,3
3,2,110,1.0523136880848083,0.06,0,alert,0,1,274,Formulario de denuncias,2020,8,19,0,1
2,1,80,1.0523136880848083,1.43,0,allow,0,1,551,Sistema de óptica,2021,1,11,0,6
5,2,53,-0.6429946278680451,0.15,0,alert,1,0,247,Portal de constancias,2023,2,6,0,1
0,0,22,-1.6506285846738253,0.36,0,allow,0,0,32,Web institucional,2023,3,12,0,3
6,4,25,0.1473533335127922,2.76,0,allow,0,0,457,Portal de constancias,2022,4,3,0,0
2,2,80,1.6062735885088393,0.74,0,allow,0,0,175,Formulario de denuncias,2024,5,21,0,1
2,4,22,0.12825126798092906,3.08,1,deny,0,1,472,Web institucional,2023,8,14,0,5
1,4,110,1.6301511704236682,2.42,0,allow,0,1,28,Web institucional,2023,5,18,0,2
4,3,80,0.13063902617241197,3.78,0,allow,0,0,646,Portal de constancias,2023,8,15,0,5
3,0,53,1.6206001376577366,0.02,0,deny,1,0,619,Web institucional,2020,1,6,0,2
5,1,3389,1.6802940924448089,3.2,1,allow,0,0,322,Formulario de denuncias,2024,1,29,0,5
6,0,22,-0.8984847543567145,0.86,0,allow,0,0,627,Sistema de óptica,2019,4,8,0,3
1,4,25,-1.1563626390368669,3.41,0,deny,0,1,287,Sistema de óptica,2019,11,6,0,1
0,4,22,-0.7719335702081211,0.92,0,allow,0,0,618,Web institucional,2024,12,7,0,1
6,2,3306,-0.9605664673352696,0.22,0,allow,0,0,209,Formulario de denuncias,2024,9,15,0,7
2,1,3306,-1.4094650073340533,1.18,0,allow,0,0,8,Portal de constancias,2024,7,9,0,4
1,1,3306,0.7968235615961388,3.42,0,deny,0,0,659,Sistema de óptica,2021,6,21,0,3
4,4,53,1.6086613467003221,2.06,0,deny,0,0,56,Formulario de denuncias,2020,8,20,0,5
2,0,110,-1.149199364462418,2.26,0,allow,0,0,336,Portal de constancias,2024,4,26,0,1
2,4,25,-0.7838723611655356,0.29,0,allow,0,0,331,Formulario de denuncias,2023,10,24,0,3
0,1,443,-0.39944329233679005,4.21,0,allow,0,0,425,Formulario de denuncias,2020,2,14,0,7
2,1,53,0.5437211932989523,0.24,0,allow,0,0,573,Formulario de denuncias,2021,1,12,0,0
6,4,53,1.651640994147014,0.07,0,allow,0,0,251,Portal de constancias,2023,3,13,0,7
4,0,443,-0.026953014465458912,2.14,1,allow,0,0,316,Sistema de óptica,2019,10,14,0,7
2,0,3389,0.8827828564895229,1.8,0,alert,0,0,284,Formulario de denuncias,2020,5,1,0,4
0,0,110,-1.4500568965892624,0.26,0,deny,0,0,411,Formulario de denuncias,2022,12,29,0,7
3,2,3306,0.28106779223583417,2.63,0,allow,0,1,91,Sistema de óptica,2022,12,29,0,1
2,3,443,1.166926081275987,0.98,0,allow,0,0,105,Formulario de denuncias,2023,5,14,0,2
1,2,80,-1.087117651483863,0.49,0,allow,0,0,679,Formulario de denuncias,2023,2,7,0,5
6,1,8080,0.5914763571286101,3.4,0,deny,0,1,513,Formulario de denuncias,2019,8,29,0,1
2,3,443,1.0642524790422228,4.91,0,deny,0,0,486,Web institucional,2020,5,4,0,4
4,1,25,1.2815384744671658,5.64,0,deny,0,1,340,Formulario de denuncias,2019,6,3,0,5
4,1,25,0.283455550427317,1.34,1,deny,0,0,209,Web institucional,2019,3,21,0,1
5,1,53,0.5795375661711957,1.36,0,allow,0,1,96,Portal de constancias,2023,5,20,0,6
0,1,22,-0.7337294391443949,7.23,0,allow,0,0,219,Formulario de denuncias,2020,1,1,0,2
1,2,3389,-0.5809129148894898,12.81,0,allow,1,0,132,Formulario de denuncias,2022,11,24,0,3
6,4,3389,0.29539434138473153,7.36,0,allow,0,0,195,Formulario de denuncias,2022,6,8,0,1
3,0,53,-0.0890347274440141,1.91,0,allow,0,1,131,Web institucional,2023,6,2,0,7
2,1,110,-0.4949536199961057,4.05,0,allow,0,1,267,Sistema de óptica,2023,1,3,0,7
3,3,80,-1.3617098435043955,1.4,1,alert,0,1,545,Formulario de denuncias,2021,12,24,0,5
3,2,110,-0.5665863657405925,3.04,0,allow,0,1,43,Web institucional,2019,2,16,0,2
3,2,8080,-1.660179617439757,6.03,0,allow,0,0,196,Web institucional,2022,11,15,0,1
2,4,8080,-1.352158810738464,1.97,0,deny,0,1,426,Web institucional,2019,10,18,0,5
2,0,3389,-1.4930365440359545,0.56,0,allow,0,0,652,Web institucional,2023,5,9,0,7
4,1,443,0.6607213446816139,1.05,1,deny,1,1,410,Web institucional,2023,7,5,0,0
1,1,110,0.548496709681918,0.79,0,allow,0,1,235,Portal de constancias,2023,9,10,0,6
4,4,22,1.346007945637204,5.04,0,allow,0,1,616,Sistema de óptica,2023,1,23,0,2
3,0,3306,1.011721798829599,0.46,0,allow,0,0,206,Web institucional,2024,10,30,0,4
6,4,3306,1.1645383230845041,0.23,0,deny,0,0,256,Formulario de denuncias,2024,2,15,0,1
2,1,21,-0.25379004265633365,0.9,0,allow,1,1,253,Portal de constancias,2024,5,16,0,6
2,3,8080,-1.1444238480794524,0.27,0,allow,0,0,228,Portal de constancias,2021,9,19,0,2
3,3,21,0.7013132339368231,2.13,0,alert,0,0,193,Sistema de óptica,2021,9,26,0,2
2,1,80,-1.5025875768018861,4.0,0,allow,0,1,331,Formulario de denuncias,2020,2,12,0,1
2,0,8080,0.10437368606610015,0.08,0,deny,0,1,244,Portal de constancias,2022,3,3,0,0
4,4,110,-1.1897912537176274,2.27,0,deny,0,1,121,Web institucional,2023,9,28,0,6
5,3,21,1.5083755026580405,1.6,0,deny,0,0,169,Portal de constancias,2019,5,3,0,1
2,0,443,-0.5140556855279689,3.38,0,allow,0,0,617,Web institucional,2021,2,6,0,4
2,2,80,-0.5212189601024175,0.47,0,deny,0,0,694,Formulario de denuncias,2022,4,10,0,2
5,0,25,1.697008399785189,0.12,0,deny,0,0,623,Web institucional,2021,11,23,0,3
1,4,3306,0.06378179681089098,1.2,1,allow,0,0,379,Web institucional,2024,4,22,0,6
2,0,8080,-0.9701175001012012,4.08,0,deny,0,0,201,Portal de constancias,2022,1,7,0,4
2,3,22,-1.5933223880782361,3.4,1,deny,0,0,454,Formulario de denuncias,2021,5,8,0,2
2,2,22,1.0690279954251884,0.64,0,deny,0,0,311,Sistema de óptica,2019,6,18,0,0
0,0,53,-0.1487286822310864,4.83,0,allow,0,0,170,Sistema de óptica,2021,6,13,0,3
2,2,22,1.1167831592548463,0.26,0,deny,1,0,561,Web institucional,2020,1,1,0,0
5,1,110,0.7180275412772034,0.87,0,allow,0,0,14,Sistema de óptica,2022,4,7,0,3
1,2,25,-0.27527986637967966,0.33,1,deny,0,0,646,Web institucional,2021,8,19,0,4
3,0,53,1.0714157536166713,1.75,0,allow,0,1,371,Sistema de óptica,2024,4,18,0,4
1,3,22,-0.3063207228689573,6.62,0,deny,0,0,14,Portal de constancias,2024,10,13,0,2
4,1,3306,0.6798234102134771,3.8,0,alert,0,0,346,Sistema de óptica,2022,11,4,0,3
3,1,3389,1.5131510190410065,1.24,0,allow,0,0,84,Sistema de óptica,2020,5,28,0,4
2,2,22,1.238558827020474,0.72,0,allow,0,0,700,Web institucional,2024,10,18,0,3
3,0,110,-0.3827289849964098,1.29,0,allow,0,0,104,Formulario de denuncias,2019,10,26,0,0
0,3,80,0.9114359547873176,0.3,0,allow,0,0,450,Formulario de denuncias,2022,10,25,0,3
2,3,3306,-1.6291387609504795,0.86,0,deny,0,0,223,Web institucional,2020,5,13,0,6
2,1,3389,0.27151675946990256,1.87,0,allow,0,0,419,Web institucional,2020,6,8,0,4
0,3,25,0.9138237129788005,0.14,0,allow,0,0,651,Sistema de óptica,2022,5,31,0,3
5,3,21,-0.3063207228689573,0.02,0,alert,0,0,507,Web institucional,2022,12,5,0,2
2,4,3389,1.0976810937229833,0.23,0,deny,0,0,578,Portal de constancias,2024,12,25,0,5
2,1,443,1.1549872903185725,0.38,0,deny,0,0,380,Portal de constancias,2021,1,2,0,7
6,4,110,-0.5140556855279689,7.12,0,allow,0,0,105,Web institucional,2021,12,22,0,0
2,3,53,-0.8173009758462961,0.89,0,allow,0,1,342,Portal de constancias,2024,8,14,0,3
0,2,53,1.7399880472318812,3.28,0,allow,0,1,517,Formulario de denuncias,2020,2,16,0,6
4,1,443,-0.005463190742112883,0.99,0,allow,0,0,243,Web institucional,2024,9,17,0,6
3,1,22,-1.0465257622286537,4.26,1,allow,0,0,151,Web institucional,2019,1,13,0,1
0,1,25,0.283455550427317,0.88,0,allow,1,0,242,Sistema de óptica,2023,11,20,0,4
6,1,3389,1.5728449738280788,0.5,0,allow,0,0,315,Web institucional,2020,9,26,0,1
1,0,21,0.9114359547873176,0.11,0,deny,0,0,126,Portal de constancias,2022,8,8,0,2
6,3,3306,1.4224162077646565,0.16,0,allow,0,0,269,Formulario de denuncias,2021,7,8,0,6
0,2,3389,0.7323540904261008,8.28,0,alert,1,0,677,Sistema de óptica,2023,11,11,0,4
1,4,25,0.5699865334052641,2.68,1,allow,0,1,646,Web institucional,2023,11,6,0,5
5,4,80,1.1167831592548463,0.38,0,deny,0,0,487,Formulario de denuncias,2023,11,14,0,5
1,1,53,1.0475381717018424,4.65,0,allow,0,0,55,Web institucional,2021,6,13,0,0
1,4,53,0.6893744429794086,1.79,0,allow,0,0,37,Formulario de denuncias,2024,10,29,0,0
4,3,3306,0.42672104191629057,0.58,0,allow,0,0,698,Portal de constancias,2021,8,19,0,4
4,4,21,0.5126803368096746,1.64,0,allow,0,1,351,Sistema de óptica,2021,6,2,0,0
2,4,3306,0.02318990755568182,0.18,0,alert,0,0,665,Portal de constancias,2023,2,22,0,5
4,1,80,-0.5379332674427978,2.11,0,deny,0,0,521,Formulario de denuncias,2022,11,21,0,1
2,3,110,-1.328281228823635,1.12,0,allow,0,0,528,Formulario de denuncias,2022,9,3,0,0
2,2,25,-1.4691589621211256,2.03,0,alert,0,0,578,Portal de constancias,2020,7,5,0,5
2,3,22,1.7376002890403983,1.28,1,allow,0,1,677,Portal de constancias,2020,4,11,0,1
3,4,25,-1.5789958389293386,4.73,1,deny,0,1,334,Portal de constancias,2020,1,2,0,0
2,1,3389,1.6301511704236682,1.61,0,allow,0,0,31,Sistema de óptica,2019,8,24,0,7
2,3,25,-0.6477701442510109,0.21,0,allow,0,0,285,Formulario de denuncias,2022,4,28,0,6
3,3,8080,-1.7079347812694148,0.38,1,allow,0,1,38,Portal de constancias,2024,9,23,0,7
5,2,3306,-0.17021850595443241,2.14,0,allow,0,0,288,Sistema de óptica,2024,5,18,0,5
2,1,80,-0.4161575996771703,0.45,0,deny,0,0,683,Sistema de óptica,2020,1,26,0,7
3,4,80,1.3292936382968237,0.72,0,deny,0,1,77,Portal de constancias,2021,12,7,0,1
3,0,25,0.9973952496807017,5.35,1,alert,0,0,383,Web institucional,2024,3,31,0,1
4,4,25,-0.953403192760821,0.17,0,allow,0,0,267,Formulario de denuncias,2022,3,14,0,6
2,2,3389,-1.3354445033980837,4.73,0,allow,1,1,624,Portal de constancias,2024,3,28,0,3
6,4,21,1.2767629580842002,0.89,1,deny,0,0,275,Sistema de óptica,2022,8,14,0,0
4,1,21,-0.33497382116675195,0.74,0,allow,0,0,673,Formulario de denuncias,2020,5,15,0,5
4,4,8080,-1.5933223880782361,1.62,0,alert,0,1,124,Web institucional,2023,12,11,0,4
0,1,8080,0.15690436627872376,1.85,0,allow,0,0,543,Formulario de denuncias,2023,9,8,0,4
1,3,25,-0.5880761894639385,2.18,1,allow,0,0,569,Web institucional,2020,12,5,0,4
2,0,53,-1.0990564424412774,0.4,1,deny,0,0,369,Formulario de denuncias,2022,2,10,0,1
6,3,3306,1.7376002890403983,1.18,0,allow,0,0,458,Sistema de óptica,2024,9,13,0,0
1,1,110,-1.2256076265898708,1.85,0,deny,0,1,427,Sistema de óptica,2022,12,11,0,0
2,4,443,-0.27766762457116256,1.36,0,allow,0,0,538,Web institucional,2024,3,10,0,1
4,4,80,1.570457215636596,0.06,1,alert,0,0,12,Formulario de denuncias,2023,5,21,0,5
4,0,21,-0.910423545314129,0.36,0,allow,0,0,244,Portal de constancias,2021,5,22,0,7
2,3,25,0.0876593787257199,0.52,1,deny,0,1,117,Formulario de denuncias,2021,9,29,0,7
2,0,3389,0.8851706146810058,0.26,0,deny,0,0,465,Sistema de óptica,2023,10,17,0,6
2,0,80,0.9114359547873176,1.25,1,deny,0,0,382,Sistema de óptica,2019,8,15,0,3
5,2,25,-0.7361171973358778,0.7,0,deny,0,0,121,Web institucional,2020,7,29,0,4
3,4,21,0.9663543931914241,0.01,0,allow,0,0,303,Web institucional,2020,7,1,0,2
2,1,443,0.7992113197876217,0.92,0,allow,0,0,573,Portal de constancias,2020,12,27,0,0
2,2,110,0.8302521762768993,3.2,0,allow,0,1,158,Sistema de óptica,2020,9,15,0,3
4,4,3389,1.4415182732965197,0.83,0,deny,0,0,660,Portal de constancias,2022,10,6,0,0
0,4,80,-0.8698316560589198,0.01,0,allow,0,0,393,Web institucional,2019,11,14,0,4
1,3,3389,0.27868003404435127,1.57,0,deny,0,1,102,Sistema de óptica,2019,10,3,0,0
4,4,25,0.8803950982980401,0.41,0,deny,0,0,384,Sistema de óptica,2024,9,16,0,4
6,4,25,-1.3664853598873612,1.41,0,allow,0,0,294,Portal de constancias,2019,1,13,0,7
2,3,53,0.2309248702146934,1.13,0,deny,0,0,635,Sistema de óptica,2021,1,31,0,5
1,0,53,-1.0751788605264485,1.15,0,allow,0,0,477,Portal de constancias,2021,7,18,0,7
2,2,25,0.4100067345759103,0.64,0,allow,0,1,480,Sistema de óptica,2023,12,3,0,1
0,3,80,-0.022177498082493127,3.16,0,allow,0,1,278,Formulario de denuncias,2023,2,5,0,0
2,2,53,-1.7007715066949662,0.63,0,allow,0,1,429,Web institucional,2021,4,13,0,3
6,3,443,1.3985386258498276,8.23,0,deny,0,0,593,Formulario de denuncias,2022,9,16,0,7
0,3,25,0.2070472882998645,6.07,0,allow,0,0,617,Portal de constancias,2020,12,1,0,1
6,2,110,1.5776204902110444,0.07,0,allow,0,0,31,Portal de constancias,2023,2,14,0,3
2,4,22,0.03751645670457917,1.42,1,allow,0,0,152,Formulario de denuncias,2024,7,4,0,0
3,4,25,-1.0489135204201367,1.1,1,alert,0,0,623,Web institucional,2020,8,17,0,1
4,3,53,-0.053218354571770723,1.06,1,allow,0,1,318,Web institucional,2024,6,14,0,3
2,1,443,0.04467973127902785,0.98,0,allow,0,0,313,Web institucional,2022,8,17,0,5
2,2,53,0.5246191277670891,0.22,0,allow,0,0,149,Sistema de óptica,2020,1,28,0,0
2,3,3306,-1.2351586593558022,1.55,0,deny,0,0,320,Web institucional,2022,2,24,0,3
2,0,110,1.6826818506362917,3.46,1,deny,0,1,8,Sistema de óptica,2024,8,17,0,7
2,1,53,-1.6386897937164109,1.02,0,allow,0,1,497,Sistema de óptica,2022,7,21,0,5
4,3,3389,-1.108607475207209,2.33,0,allow,0,0,132,Sistema de óptica,2022,6,26,0,4
2,0,53,-0.8029744266973988,0.63,0,deny,0,0,379,Sistema de óptica,2024,1,20,0,1
0,4,3306,0.8780073401065571,1.23,0,allow,0,0,240,Web institucional,2023,6,24,0,7
5,4,25,-0.3325860629752691,0.31,0,allow,0,0,419,Portal de constancias,2019,3,19,0,7
6,2,110,-1.4046894909510876,6.28,0,allow,1,1,385,Formulario de denuncias,2024,4,8,0,2
4,2,53,0.3049453741506631,1.41,0,deny,0,1,168,Web institucional,2023,3,13,0,2
2,3,8080,0.33837398883142356,0.2,0,deny,0,0,203,Sistema de óptica,2021,3,29,0,7
3,0,3389,-0.6358313532935963,0.79,1,deny,1,1,629,Portal de constancias,2023,2,14,0,5
2,4,3306,0.815925627128002,1.23,0,alert,0,0,361,Web institucional,2020,4,14,0,3
1,1,22,0.68221116840496,0.41,0,allow,0,0,503,Formulario de denuncias,2023,2,18,0,6
4,4,110,0.6487825537241995,2.45,0,deny,0,0,405,Sistema de óptica,2021,11,9,0,4
5,0,8080,1.1788648722334014,0.01,1,deny,0,0,111,Formulario de denuncias,2022,12,16,0,5
5,4,80,0.9997830078721847,3.67,0,deny,0,0,622,Portal de constancias,2024,2,14,0,7
2,2,3306,0.25002693574655654,3.19,1,allow,0,0,346,Sistema de óptica,2019,5,30,0,1
3,3,22,1.0212728315955306,3.87,0,allow,0,0,526,Portal de constancias,2022,3,3,0,4
6,0,25,0.30972089053362883,6.65,1,allow,0,1,41,Formulario de denuncias,2020,8,6,0,0
4,1,443,-0.0293407726569418,0.78,0,deny,0,0,101,Formulario de denuncias,2019,6,27,0,5
6,2,3389,1.3054160563819948,4.2,0,allow,0,0,648,Sistema de óptica,2023,10,16,0,6
6,0,110,1.300640539999029,2.76,0,allow,0,1,508,Web institucional,2022,7,26,0,7
1,3,3306,-1.020260422122342,1.05,0,allow,0,0,79,Formulario de denuncias,2022,4,11,0,1
1,4,8080,1.455844822445417,1.17,0,alert,0,0,665,Portal de constancias,2019,10,23,0,6
1,2,110,0.4744762057459484,1.25,0,deny,0,0,455,Formulario de denuncias,2022,12,12,0,6
6,2,53,-0.7217906481869805,1.1,1,deny,0,1,441,Portal de constancias,2024,7,11,0,7
0,4,3389,-0.2943819319115428,7.94,0,alert,0,0,586,Web institucional,2019,11,27,0,2
1,2,110,0.4076189763844274,0.01,0,alert,0,1,646,Portal de constancias,2019,7,20,0,0
6,0,80,0.6798234102134771,1.31,0,allow,0,0,33,Formulario de denuncias,2020,11,9,0,1
2,1,53,-1.3020158887173232,0.45,0,allow,0,1,383,Sistema de óptica,2020,10,21,0,1
1,2,3389,-0.16783074776294954,1.39,0,allow,1,1,255,Sistema de óptica,2020,2,29,0,5
2,2,443,-0.5880761894639385,4.42,1,allow,0,0,282,Sistema de óptica,2022,7,7,0,6
5,3,80,0.505517062235226,1.09,1,deny,1,0,452,Formulario de denuncias,2022,6,15,0,3
